%% LaTeX2e file `epsilonvsqvalue.dat'
%% generated by the `filecontents' environment
%% from source `aa-report2' on 2013/10/02.
%%
0.0, 18.97, 11.37, 10.62, 10.33, 11.48, 10.29, 11.65, 11.62, 11.46, 11.9
0.1, 11.03, 10.34, 10.52, 10.56, 11.46, 11.05, 13.22, 11.8, 11.62, 11.3
0.2, 12.09, 10.25, 12.25, 11.48, 11.51, 10.48, 12.94, 11.53, 16.42, 11.85
0.3, 10.42, 11.32, 11.03, 10.34, 11.18, 11.89, 13.8, 11.5, 12.08, 12.24
0.4, 11.58, 10.37, 11.07, 11.46, 11.51, 21.99, 11.8, 11.67, 11.59, 20.06
0.5, 10.55, 11.16, 10.51, 10.46, 27.92, 11.63, 16.61, 11.87, 12.97, 20.32
0.6, 10.46, 12.54, 10.22, 11.47, 10.33, 10.19, 11.03, 40.66, 11.28, 11.67
0.7, 10.63, 10.13, 10.42, 11.42, 10.26, 12.25, 11.87, 10.61, 11.76, 11.67
0.8, 10.68, 10.72, 15.35, 10.38, 11.48, 10.41, 11.51, 27.56, 16.68, 11.81
0.9, 10.39, 10.21, 13.31, 10.6, 11.31, 10.38, 11.19, 11.47, 11.41, 22.84
